higherGeography,pcr_primer_name_forward,phylum,class,order,family,species,asvs,reads
Aldabra Atoll,mlCOIintF,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,2,33,142691
Aldabra Atoll,mlCOIintF,Haptophyta,Coccolithophyceae,Prymnesiales,Chrysochromulinaceae,1,4,80
Aldabra Atoll,mlCOIintF,Hemichordata,Enteropneusta,[unassigned] Enteropneusta,Ptychoderidae,2,2,24
Aldabra Atoll,mlCOIintF,Loukozoa,Malawimonadea,Malawimonadida,,0,1,27
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,Cardiida,Cardiidae,1,1,3
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,Cardiida,,0,2,1072
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,Mytilida,Mytilidae,2,3,75
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,Ostreida,Margaritidae,1,1,5
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,Ostreida,Ostreidae,1,1,21
Aldabra Atoll,mlCOIintF,Mollusca,Bivalvia,,,0,2,4207
Aldabra Atoll,mlCOIintF,Mollusca,Cephalopoda,Octopoda,Octopodidae,5,6,317
Aldabra Atoll,mlCOIintF,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,1,1,15
Aldabra Atoll,mlCOIintF,Mollusca,Cephalopoda,,,0,1,4
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Aplysiida,Aplysiidae,7,33,12281
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,3,5,11809
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cephalaspidea,Bullidae,1,1,13
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cephalaspidea,Eoscaphandridae,1,1,7
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,9,27,37517
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cephalaspidea,,0,1,19
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,1,1,4
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,2,4,2047
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,5,6,114
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,1,1,573
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,1,1,8
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Pterotracheidae,2,3,272
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Rissoinidae,2,8,649
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Strombidae,1,1,6
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Tonnidae,1,1,3
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Tornidae,1,5,8130
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,1,2,35
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Columbellidae,2,2,33
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Mitridae,0,1,11
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Nassariidae,0,2,50
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Prodotiidae,1,1,11
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Terebridae,1,1,16
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Neogastropoda,Turridae,1,1,13
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,2,2,7
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Discodorididae,3,3,6
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Dorididae,1,1,9
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Facelinidae,1,1,6
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Hexabranchidae,1,2,8
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,1,1,2
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Pinufiidae,1,1,7
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,Samlidae,1,1,6
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Nudibranchia,,0,1,3
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,5,10,2337
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Pteropoda,Creseidae,1,3,4009
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Pteropoda,Cymbuliidae,1,1,14
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,Pteropoda,Heliconoididae,1,1,7
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,5,27,58979
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Modulidae,1,1,3
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,,Hermaeidae,2,3,60
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,,Limapontiidae,2,3,21
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,,Oxynoidae,2,5,2779
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,,Plakobranchidae,5,13,5673
Aldabra Atoll,mlCOIintF,Mollusca,Gastropoda,,,0,75,89321
Aldabra Atoll,mlCOIintF,Mollusca,,,,0,4,1255
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,1,14,5001
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,1,1,14
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Gonyaulacales,,0,31,11736
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,1,1,33
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,0,16,2425
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Gymnodiniales,,0,2,358
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Peridiniales,Crypthecodiniaceae,1,1,6
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,0,1,1178
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Suessiales,Suessiaceae,1,4,63
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,0,1,35
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Suessiales,,0,4,94
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,0,1,1570
Aldabra Atoll,mlCOIintF,Myzozoa,Dinophyceae,,,0,88,12688
Aldabra Atoll,mlCOIintF,Nemertea,Hoplonemertea,Monostilifera,,0,1,8
Aldabra Atoll,mlCOIintF,Nemertea,Nemertea incertae sedis,,,0,1,10
Aldabra Atoll,mlCOIintF,Nemertea,,,,0,3,21
Aldabra Atoll,mlCOIintF,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,2,2,48
Aldabra Atoll,mlCOIintF,Ochrophyta,Dictyochophyceae,Florenciellales,Florenciellales incertae sedis,1,1,19
Aldabra Atoll,mlCOIintF,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,1,9,71890
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,7,14,3586
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,0,1,5
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,1,1,213
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,Ectocarpales,,0,4,838
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,1,2,199
Aldabra Atoll,mlCOIintF,Ochrophyta,Phaeophyceae,,,0,25,6292
Aldabra Atoll,mlCOIintF,Ochrophyta,Pinguiophyceae,Pinguiochrysidales,Pinguiochrysidaceae,1,4,46
Aldabra Atoll,mlCOIintF,Ochrophyta,Raphidophyceae,Chattonellales,Vacuolariaceae,1,2,10
Aldabra Atoll,mlCOIintF,Oomycota,Peronosporea,Peronosporales,,0,1,5
Aldabra Atoll,mlCOIintF,Oomycota,Peronosporea,Pythiales,Pythiaceae,0,1,13
Aldabra Atoll,mlCOIintF,Oomycota,,,,0,53,62310
Aldabra Atoll,mlCOIintF,Platyhelminthes,,Polycladida,Prosthiostomidae,1,2,11
Aldabra Atoll,mlCOIintF,Platyhelminthes,,Polycladida,,0,3,30
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Agelasida,Astroscleridae,1,1,12
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Axinellida,Raspailiidae,2,7,312
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Axinellida,Stelligeridae,0,1,138
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Biemnida,Biemnidae,2,13,1562
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Biemnida,Rhabderemiidae,1,1,703
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Bubarida,Dictyonellidae,1,1,4
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Chondrillida,Chondrillidae,0,1,2249
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Chondrillida,Halisarcidae,0,1,57
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Clionaida,Clionaidae,7,33,7113
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Clionaida,Placospongiidae,0,1,5
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Clionaida,Spirastrellidae,1,2,325
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Clionaida,,0,6,773
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Dendroceratida,Darwinellidae,1,2,48
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,1,1,6
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Dictyoceratida,Dysideidae,1,1,2
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Dictyoceratida,Thorectidae,1,1,89
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,2,4,277
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Haplosclerida,Chalinidae,5,14,1078
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Haplosclerida,Niphatidae,2,8,562
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Haplosclerida,Petrosiidae,0,2,53
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Haplosclerida,,0,16,1844
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Acarnidae,1,5,75
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Chondropsidae,1,2,165
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,0,1,46
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,3,7,146
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Microcionidae,2,27,917
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Mycalidae,1,4,367
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,1,2,62
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Poecilosclerida,,0,7,299
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Polymastiida,Polymastiidae,0,2,221
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Suberitida,Halichondriidae,4,17,3979
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Suberitida,Suberitidae,2,10,8685
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Suberitida,,0,11,594
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tethyida,Hemiasterellidae,1,1,62
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Ancorinidae,2,4,773
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Geodiidae,1,2,47
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,1,1,15
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Tetillidae,1,1,17
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Theonellidae,1,2,153
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,Thoosidae,0,4,56
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Tetractinellida,,0,1,2
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Verongiida,Aplysinidae,0,3,69
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,Verongiida,,0,6,573
Aldabra Atoll,mlCOIintF,Porifera,Demospongiae,,,0,22,427
Aldabra Atoll,mlCOIintF,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,1,6,89
Aldabra Atoll,mlCOIintF,Proteobacteria,Alphaproteobacteria,,,0,23,7336
Aldabra Atoll,mlCOIintF,Proteobacteria,Gammaproteobacteria,,,0,2,68
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,1,1,45
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,1,1,89
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,7,102,26700
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Ceramiales,,0,53,10697
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,1,1,47
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Corallinales,Hydrolithaceae,1,1,5
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Corallinales,Porolithaceae,1,2,32
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Corallinales,Spongitaceae,3,3,50
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,1,7,500
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gelidiales,Orthogonacladiaceae,1,1,5
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gelidiales,Pterocladiaceae,1,2,168
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gelidiales,,0,1,48
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gigartinales,Chondrymeniaceae,0,1,2
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,3,10,558
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,1,3,82
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,1,5,65
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gigartinales,,0,10,939
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,1,3,112
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,1,1,14
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,2,5,247
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,2,6,1261
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Rhodachlyales,Rhodachlyaceae,2,2,17
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,1,1,56
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Rhodymeniales,Hymenocladiaceae,1,2,48
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,0,1,5
Aldabra Atoll,mlCOIintF,Rhodophyta,Florideophyceae,,,0,356,53438
Aldabra Atoll,mlCOIintF,Rhodophyta,,,,0,3,154
Aldabra Atoll,mlCOIintF,Rotifera,Eurotatoria,,,0,3,294
Aldabra Atoll,mlCOIintF,Xenacoelomorpha,,Acoela,Convolutidae,0,1,19
Aldabra Atoll,mlCOIintF,undef_undef_Eukaryota,,,,0,2,106
Aldabra Atoll,mlCOIintF,,,,,1,22341,8352788
Aldabra Atoll,teleo_F_L1848,Arthropoda,Arachnida,Araneae,,0,3,400
Aldabra Atoll,teleo_F_L1848,Arthropoda,Copepoda,Calanoida,Clausocalanidae,1,1,17
Aldabra Atoll,teleo_F_L1848,Arthropoda,Copepoda,Calanoida,Paracalanidae,1,1,24
Aldabra Atoll,teleo_F_L1848,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,1,1,20
Aldabra Atoll,teleo_F_L1848,Arthropoda,Hexapoda,Coleoptera,Chrysomelidae,0,1,149
Aldabra Atoll,teleo_F_L1848,Arthropoda,Hexapoda,Coleoptera,Curculionidae,0,1,17
Aldabra Atoll,teleo_F_L1848,Arthropoda,Hexapoda,Diptera,,0,1,23
Aldabra Atoll,teleo_F_L1848,Arthropoda,Hexapoda,Lepidoptera,,0,1,28
Aldabra Atoll,teleo_F_L1848,Arthropoda,Hexapoda,,,0,2,54
Aldabra Atoll,teleo_F_L1848,Arthropoda,Malacostraca,Decapoda,Potamidae,1,1,151
Aldabra Atoll,teleo_F_L1848,Arthropoda,,,,0,1,26
Aldabra Atoll,teleo_F_L1848,Ascomycota,,,,0,2,1908
Aldabra Atoll,teleo_F_L1848,Bacillariophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,1,1,35
Aldabra Atoll,teleo_F_L1848,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,1,1,15
Aldabra Atoll,teleo_F_L1848,Chordata,Amphibia,Anura,,0,1,174
Aldabra Atoll,teleo_F_L1848,Chordata,Aves,Anseriformes,Anatidae,1,2,3633
Aldabra Atoll,teleo_F_L1848,Chordata,Aves,Galliformes,Phasianidae,0,2,3445
Aldabra Atoll,teleo_F_L1848,Chordata,Aves,,,0,1,12
Aldabra Atoll,teleo_F_L1848,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,6,65737
Aldabra Atoll,teleo_F_L1848,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,1,5,583
Aldabra Atoll,teleo_F_L1848,Chordata,Elasmobranchii,Myliobatiformes,,0,4,849
Aldabra Atoll,teleo_F_L1848,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,1,5,981
Aldabra Atoll,teleo_F_L1848,Chordata,Elasmobranchii,Orectolobiformes,,0,1,8
Aldabra Atoll,teleo_F_L1848,Chordata,Leptocardii,,Branchiostomatidae,1,1,21
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,Artiodactyla,Bovidae,0,1,10
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,Cetartiodactyla,Delphinidae,1,2,552
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,Primates,Cercopithecidae,0,2,307
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,Primates,Hominidae,0,25,210804
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,Primates,,0,11,108314
Aldabra Atoll,teleo_F_L1848,Chordata,Mammalia,,,0,49,291536
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Acanthuriformes,Acanthuridae,2,4,745
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,3,11,3515
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Acanthuriformes,Ephippidae,1,6,2610
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Acanthuriformes,Zanclidae,1,3,122
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Albuliformes,Albulidae,1,2,1314
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Anguilliformes,Moringuidae,0,2,19
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Anguilliformes,Muraenidae,3,15,4950
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Aulopiformes,Synodontidae,1,2,13
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Beloniformes,Exocoetidae,0,2,13160
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Beloniformes,,0,1,46
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,0,2,1505
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Carangiformes,Carangidae,3,21,29768
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Carangiformes,Echeneidae,1,1,12
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,1,3,5165
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Centrarchiformes,Kyphosidae,1,2,166
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Centrarchiformes,,0,1,227
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Clupeiformes,Clupeidae,1,2,16
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Clupeiformes,Dorosomatidae,1,1,115
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Clupeiformes,,0,3,4368
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Caesionidae,1,1,277
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,1,3,34297
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,6,34,16997
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Lethrinidae,1,9,13387
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,4,15,71968
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,1,2,4
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,4,10,29896
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,1,1,40
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Gobiiformes,Gobiidae,3,8,6499
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Gonorynchiformes,Chanidae,1,5,10731
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Holocentriformes,Holocentridae,2,15,91535
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Kurtiformes,Apogonidae,0,1,18
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Mugiliformes,Mugilidae,4,10,503
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Mulliformes,Mullidae,2,21,121551
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Myctophiformes,Myctophidae,0,1,19
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,8,40,41191
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Perciformes,Serranidae,8,26,74023
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Perciformes,Synanceiidae,1,2,2094
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Pleuronectiformes,Bothidae,1,5,598
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Scombriformes,Scombridae,1,2,38
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Syngnathiformes,Fistulariidae,1,1,4
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Tetraodontiformes,Balistidae,5,23,251549
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Tetraodontiformes,Diodontidae,1,1,3142
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,4,7,3704
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,2,11,1936
Aldabra Atoll,teleo_F_L1848,Chordata,Teleostei,Tetraodontiformes,,0,2,625
Aldabra Atoll,teleo_F_L1848,Chordata,,Testudines,Testudinidae,0,1,2053
Aldabra Atoll,teleo_F_L1848,Chordata,,Testudines,,0,1,107
Aldabra Atoll,teleo_F_L1848,Chordata,,,,0,2782,6862552
Aldabra Atoll,teleo_F_L1848,Cnidaria,Hydrozoa,Leptothecata,Halopterididae,1,1,18
Aldabra Atoll,teleo_F_L1848,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,1,1,2
Aldabra Atoll,teleo_F_L1848,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,0,1,202
Aldabra Atoll,teleo_F_L1848,Myzozoa,Dinophyceae,,,0,2,356
Aldabra Atoll,teleo_F_L1848,Nemertea,,,,0,1,4
Aldabra Atoll,teleo_F_L1848,Ochrophyta,Eustigmatophyceae,Eustigmatales,Neomonodontaceae,1,1,13
Aldabra Atoll,teleo_F_L1848,Porifera,Demospongiae,Clionaida,Clionaidae,0,1,3
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Alphaproteobacteria,,,0,6,9939
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,0,1,80
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,0,3,76396
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,0,1,968
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,0,2,134
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,1,33
Aldabra Atoll,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,,,0,6,23646
Aldabra Atoll,teleo_F_L1848,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,1,1,198
Aldabra Atoll,teleo_F_L1848,,,,,0,4043,707139
Archipiélago de Revillagigedo,MiFish-UE-F,Arthropoda,Copepoda,Calanoida,Acartiidae,1,1,6
Archipiélago de Revillagigedo,MiFish-UE-F,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,1,3,47
Archipiélago de Revillagigedo,MiFish-UE-F,Ascomycota,,,,0,1,25
Archipiélago de Revillagigedo,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,1,5,1881
Archipiélago de Revillagigedo,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,1,3,128
Archipiélago de Revillagigedo,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,1,176,34826
Archipiélago de Revillagigedo,MiFish-UE-F,Bigyra,Bicoecea,Bicoecida,Cafeteriaceae,1,1,61
