higherGeography,pcr_primer_name_forward,phylum,class,order,family,species,asvs,reads
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Clupeiformes,Clupeidae,1,2,12
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Clupeiformes,Dorosomatidae,1,1,38
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Cypriniformes,Xenocyprididae,0,2,2817
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,2,15,14407
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,0,2,26127
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,3,26,405961
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Gobiiformes,Gobiidae,2,9,5629
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Mugiliformes,Mugilidae,5,11,20410
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Myctophiformes,Myctophidae,1,3,8928
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Perciformes,Serranidae,0,1,2
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Salmoniformes,Salmonidae,1,1,238
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Scombriformes,Scombridae,0,4,143
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,Teleostei,Siluriformes,Clariidae,0,2,4
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,,Squamata,,0,1,188
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,,Testudines,,0,2,1188
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Chordata,,,,0,1199,2989123
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,1,1,15
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Myzozoa,Dinophyceae,,,0,1,180
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Proteobacteria,Alphaproteobacteria,Rickettsiales,,0,1,12
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Proteobacteria,Alphaproteobacteria,,,0,6,19745
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Proteobacteria,Gammaproteobacteria,,,0,6,16510
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,Proteobacteria,,,,0,1,27
Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve,teleo_F_L1848,,,,,0,2101,398437
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Actinobacteria,,,,0,3,127
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,1,1,10
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Ascomycota,,,,0,1,841
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,0,14,2009
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,1,1,105
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,1,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,1,161,17924
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,0,2,432
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,1,10,3199
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chlorophyta,Pyramimonadophyceae,Prasinococcales,Prasinococcaceae,0,2,40
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Amphibia,Anura,,0,2,334
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Aves,Charadriiformes,Laridae,1,4,3974
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Aves,Galliformes,Phasianidae,1,3,997
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,5,702
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Elasmobranchii,Myliobatiformes,Aetobatidae,1,3,178
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,1,1,50
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Artiodactyla,Cervidae,0,3,814
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Carnivora,Otariidae,0,1,43
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Carnivora,Phocidae,1,1,50
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Carnivora,,0,1,11
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Cetartiodactyla,Delphinidae,0,5,1381
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,Primates,Hominidae,0,10,7467
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Mammalia,,,0,15,17607
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Acanthuridae,4,112,305381
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,8,45,31105
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Ephippidae,0,4,1094
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,2,17,23317
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Siganidae,2,12,10952
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Acanthuriformes,Zanclidae,1,4,1494
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Albuliformes,Albulidae,1,5,9503
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Anguilliformes,Congridae,1,5,776
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Anguilliformes,Moringuidae,1,3,485
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Anguilliformes,Muraenidae,2,58,33306
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Atheriniformes,Atherinidae,1,26,127920
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Atheriniformes,Atherinopsidae,0,1,14
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Aulopiformes,Synodontidae,1,8,2605
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Beloniformes,Belonidae,1,16,11279
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Blenniiformes,Blenniidae,1,13,6299
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,1,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,1,8,7304
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Carangiformes,Carangidae,2,15,3583
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Centrarchiformes,Cheilodactylidae,0,1,6
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,2,5,1673
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Centrarchiformes,Kyphosidae,1,8,1819
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Centrarchiformes,Terapontidae,1,2,46
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Centrarchiformes,,0,1,806
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Clupeiformes,Clupeidae,1,1,33
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Clupeiformes,Dorosomatidae,1,1,44
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Clupeiformes,Engraulidae,1,2,72
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Clupeiformes,Spratelloididae,2,48,221505
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Caesionidae,1,11,5274
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,1,16,10451
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,22,200,460120
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Lethrinidae,3,24,33395
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,0,53,99049
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,1,1,14
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,9,148,2600118
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,1,1,30
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,0,4,1600
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Gobiiformes,Gobiidae,4,35,15387
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Gobiiformes,,0,1,8
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Gonorynchiformes,Chanidae,1,7,42334
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Holocentriformes,Holocentridae,1,29,29518
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Kurtiformes,Apogonidae,1,6,5771
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Lophiiformes,Antennariidae,0,1,47
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Mugiliformes,Mugilidae,4,6,76
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Mulliformes,Mullidae,3,66,356883
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Myctophiformes,Myctophidae,1,4,1257
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Ovalentaria incertae sedis,Plesiopidae,1,7,1898
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,14,170,438508
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,Eleginopidae,1,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,Platycephalidae,1,3,1028
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,Scorpaenidae,1,3,624
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,Serranidae,3,31,65903
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,Tetrarogidae,1,2,453
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Perciformes,,0,5,784
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Scombriformes,Scombridae,1,8,1541
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Siluriformes,Clariidae,0,1,3
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Syngnathiformes,Fistulariidae,1,5,3885
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Tetraodontiformes,Balistidae,6,33,31770
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Tetraodontiformes,Diodontidae,2,8,2254
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,4,14,3846
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,0,6,1691
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,3,11,2969
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,,Testudines,,0,7,675
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Chordata,,,,0,1456,991242
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Cnidaria,Anthozoa,Scleractinia,Acroporidae,0,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Cnidaria,Anthozoa,Scleractinia,Leptastreidae,0,2,73
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Cnidaria,Scyphozoa,Coronatae,Linuchidae,0,1,24
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Cryptophyta,Cryptophyceae,,,0,1,29
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,0,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,1,1,3
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,0,1,60
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Mollusca,Gastropoda,Cephalaspidea,Colpodaspididae,1,2,330
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Mollusca,Gastropoda,Lepetellida,Haliotidae,1,1,2
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,1,1,3
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Planctomycetes,Planctomycetacia,Planctomycetales,,0,1,17
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Porifera,Demospongiae,Tetractinellida,Thoosidae,0,1,13
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Porifera,Demospongiae,,,0,3,31
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,0,1,72
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Alphaproteobacteria,Rickettsiales,,0,1,11
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Alphaproteobacteria,,,0,19,51454
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,0,6,52
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Deltaproteobacteria,,,0,1,17
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,0,1,9
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Epsilonproteobacteria,,,0,1,14
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,0,1,175
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,0,1,44
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Alteromonadales,,0,1,12
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,0,1,37
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,0,6,2492
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,1,19
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,5,444
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,2,19
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,Gammaproteobacteria,,,0,8,462
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Proteobacteria,,,,0,4,264
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,0,6,545
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,Spirochaetes,Spirochaetes(Class),Spirochaetales,Spirochaetaceae,0,1,18
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiFish-UE-F,,,,,0,3520,392123
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Actinobacteria,,,,0,2,43
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Arthropoda,Copepoda,Calanoida,Paracalanidae,1,1,6
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,1,3,37
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,1,14,2047
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Bacillariophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,1,1,2
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,0,1,19
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Bacillariophyta,Bacillariophyceae,Triceratiales,Plagiogrammaceae,0,2,18
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Bacillariophyta,,,,0,2,92
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,2,2,297
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chlorophyta,Pyramimonadophyceae,Prasinococcales,Prasinococcaceae,0,1,39
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Aves,Charadriiformes,,0,3,3976
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Aves,Galliformes,Phasianidae,1,3,1003
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,3,683
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Elasmobranchii,Myliobatiformes,Aetobatidae,1,3,178
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,1,1,50
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Artiodactyla,Cervidae,0,3,807
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Carnivora,Otariidae,0,2,54
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Carnivora,Phocidae,1,1,50
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Cetartiodactyla,Balaenidae,0,1,31
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Cetartiodactyla,Delphinidae,1,4,1367
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Primates,Hominidae,0,15,8038
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,Primates,,0,5,2191
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Mammalia,,,0,36,25308
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Acanthuridae,9,95,301902
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,7,35,30917
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Ephippidae,0,3,1082
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,3,15,20036
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Siganidae,1,10,14514
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Acanthuriformes,Zanclidae,1,3,1486
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Albuliformes,Albulidae,1,5,9453
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Anguilliformes,Congridae,1,3,763
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Anguilliformes,Moringuidae,1,2,485
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Anguilliformes,Muraenidae,5,45,30392
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Atheriniformes,Atherinidae,3,28,139198
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Atheriniformes,Atherinopsidae,0,1,14
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Aulopiformes,Synodontidae,4,14,6535
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Beloniformes,Belonidae,3,13,12455
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Blenniiformes,Blenniidae,12,109,222422
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Blenniiformes,Tripterygiidae,2,23,27102
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,1,1,5
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,2,6,7267
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Carangiformes,Carangidae,2,11,3797
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,MiMammal-UEB-F,Chordata,Teleostei,Centrarchiformes,Cheilodactylidae,0,1,6
